:START_ID(PERSON_ID)|:END_ID(PLACE_ID)|:TYPE
32985348843647|972|IS_LOCATED_IN
5016|1319|IS_LOCATED_IN
10144|1212|IS_LOCATED_IN
10363|1424|IS_LOCATED_IN
10391|670|IS_LOCATED_IN
10845|276|IS_LOCATED_IN
2199023258364|957|IS_LOCATED_IN
2199023263294|404|IS_LOCATED_IN
2199023263924|784|IS_LOCATED_IN
4398046511338|535|IS_LOCATED_IN
4398046512338|146|IS_LOCATED_IN
4398046513253|277|IS_LOCATED_IN
4398046515914|1085|IS_LOCATED_IN
4398046516223|878|IS_LOCATED_IN
4398046517735|619|IS_LOCATED_IN
4398046521028|253|IS_LOCATED_IN
6597069768822|1095|IS_LOCATED_IN
6597069770100|1240|IS_LOCATED_IN
6597069773091|387|IS_LOCATED_IN
6597069777572|624|IS_LOCATED_IN
8796093025148|932|IS_LOCATED_IN
8796093025996|936|IS_LOCATED_IN
8796093029849|1261|IS_LOCATED_IN
8796093030068|317|IS_LOCATED_IN
8796093030241|890|IS_LOCATED_IN
8796093030572|1255|IS_LOCATED_IN
10995116278300|370|IS_LOCATED_IN
10995116279437|1064|IS_LOCATED_IN
10995116280720|943|IS_LOCATED_IN
10995116282825|581|IS_LOCATED_IN
10995116284727|1241|IS_LOCATED_IN
10995116285557|349|IS_LOCATED_IN
13194139535252|334|IS_LOCATED_IN
13194139536145|422|IS_LOCATED_IN
13194139536331|1343|IS_LOCATED_IN
13194139536461|1261|IS_LOCATED_IN
13194139536845|1292|IS_LOCATED_IN
13194139539010|961|IS_LOCATED_IN
13194139540504|1096|IS_LOCATED_IN
13194139541513|455|IS_LOCATED_IN
13194139541772|414|IS_LOCATED_IN
15393162789746|1163|IS_LOCATED_IN
15393162789923|999|IS_LOCATED_IN
15393162789932|1011|IS_LOCATED_IN
15393162790207|905|IS_LOCATED_IN
15393162790885|608|IS_LOCATED_IN
15393162797150|1050|IS_LOCATED_IN
15393162797514|965|IS_LOCATED_IN
17592186044864|464|IS_LOCATED_IN
17592186045340|251|IS_LOCATED_IN
17592186047020|332|IS_LOCATED_IN
17592186048577|398|IS_LOCATED_IN
17592186050819|779|IS_LOCATED_IN
17592186054555|267|IS_LOCATED_IN
17592186055026|178|IS_LOCATED_IN
17592186055192|796|IS_LOCATED_IN
19791209300370|276|IS_LOCATED_IN
19791209304007|761|IS_LOCATED_IN
19791209306350|237|IS_LOCATED_IN
19791209308019|445|IS_LOCATED_IN
19791209308634|211|IS_LOCATED_IN
21990232555889|415|IS_LOCATED_IN
21990232558274|309|IS_LOCATED_IN
21990232562029|959|IS_LOCATED_IN
21990232565045|682|IS_LOCATED_IN
21990232565552|1187|IS_LOCATED_IN
24189255811086|1166|IS_LOCATED_IN
24189255818723|286|IS_LOCATED_IN
24189255819442|1293|IS_LOCATED_IN
24189255821602|308|IS_LOCATED_IN
24189255821752|1432|IS_LOCATED_IN
26388279067813|1209|IS_LOCATED_IN
26388279068053|572|IS_LOCATED_IN
26388279068206|1018|IS_LOCATED_IN
26388279068635|933|IS_LOCATED_IN
26388279070243|521|IS_LOCATED_IN
26388279074560|1403|IS_LOCATED_IN
26388279076838|451|IS_LOCATED_IN
26388279076946|1139|IS_LOCATED_IN
26388279077058|160|IS_LOCATED_IN
28587302325553|1084|IS_LOCATED_IN
28587302326126|740|IS_LOCATED_IN
28587302328880|1177|IS_LOCATED_IN
30786325579016|1390|IS_LOCATED_IN
30786325579247|266|IS_LOCATED_IN
30786325580379|802|IS_LOCATED_IN
30786325580460|1330|IS_LOCATED_IN
30786325584761|1201|IS_LOCATED_IN
30786325586706|411|IS_LOCATED_IN
30786325587155|1236|IS_LOCATED_IN
32985348836967|582|IS_LOCATED_IN
32985348840411|564|IS_LOCATED_IN
32985348840879|1303|IS_LOCATED_IN
32985348843084|857|IS_LOCATED_IN
32985348843425|333|IS_LOCATED_IN
32985348844166|1001|IS_LOCATED_IN
35184372091801|687|IS_LOCATED_IN
512|478|IS_LOCATED_IN
1269|133|IS_LOCATED_IN
1726|786|IS_LOCATED_IN
1734|802|IS_LOCATED_IN
2862|923|IS_LOCATED_IN
4139|1122|IS_LOCATED_IN
4534|1423|IS_LOCATED_IN
5408|1359|IS_LOCATED_IN
5440|1431|IS_LOCATED_IN
9209|991|IS_LOCATED_IN
2199023258011|1123|IS_LOCATED_IN
2199023260739|279|IS_LOCATED_IN
2199023261698|653|IS_LOCATED_IN
2199023264094|336|IS_LOCATED_IN
2199023264838|794|IS_LOCATED_IN
2199023265052|1415|IS_LOCATED_IN
2199023265157|487|IS_LOCATED_IN
4398046512854|1024|IS_LOCATED_IN
4398046513374|423|IS_LOCATED_IN
4398046514167|459|IS_LOCATED_IN
4398046515211|787|IS_LOCATED_IN
4398046516594|399|IS_LOCATED_IN
4398046517042|1111|IS_LOCATED_IN
4398046519094|795|IS_LOCATED_IN
4398046520397|889|IS_LOCATED_IN
4398046520918|1425|IS_LOCATED_IN
6597069769226|1252|IS_LOCATED_IN
6597069769397|959|IS_LOCATED_IN
6597069773483|449|IS_LOCATED_IN
6597069775066|510|IS_LOCATED_IN
6597069775789|187|IS_LOCATED_IN
6597069776150|521|IS_LOCATED_IN
6597069776711|1134|IS_LOCATED_IN
8796093024366|938|IS_LOCATED_IN
8796093025431|1208|IS_LOCATED_IN
8796093027702|501|IS_LOCATED_IN
8796093030339|993|IS_LOCATED_IN
8796093031737|518|IS_LOCATED_IN
8796093032920|165|IS_LOCATED_IN
10995116279039|670|IS_LOCATED_IN
10995116281564|1022|IS_LOCATED_IN
10995116283571|515|IS_LOCATED_IN
10995116286325|1415|IS_LOCATED_IN
10995116287560|991|IS_LOCATED_IN
13194139533909|438|IS_LOCATED_IN
13194139535589|123|IS_LOCATED_IN
13194139536555|1427|IS_LOCATED_IN
13194139539063|442|IS_LOCATED_IN
13194139540074|1151|IS_LOCATED_IN
13194139540917|314|IS_LOCATED_IN
13194139543119|235|IS_LOCATED_IN
15393162792641|1183|IS_LOCATED_IN
15393162796535|1058|IS_LOCATED_IN
17592186047698|860|IS_LOCATED_IN
17592186048248|1439|IS_LOCATED_IN
17592186048985|147|IS_LOCATED_IN
17592186049385|731|IS_LOCATED_IN
17592186051786|356|IS_LOCATED_IN
17592186052987|588|IS_LOCATED_IN
17592186054061|468|IS_LOCATED_IN
17592186054332|718|IS_LOCATED_IN
17592186055017|614|IS_LOCATED_IN
19791209302055|890|IS_LOCATED_IN
19791209303024|1092|IS_LOCATED_IN
19791209303315|1382|IS_LOCATED_IN
19791209310799|185|IS_LOCATED_IN
21990232561572|971|IS_LOCATED_IN
21990232562267|227|IS_LOCATED_IN
21990232562559|416|IS_LOCATED_IN
21990232565179|1061|IS_LOCATED_IN
21990232565993|1330|IS_LOCATED_IN
24189255813016|1076|IS_LOCATED_IN
24189255820420|912|IS_LOCATED_IN
24189255820541|1058|IS_LOCATED_IN
24189255820921|1315|IS_LOCATED_IN
26388279067512|255|IS_LOCATED_IN
26388279067871|469|IS_LOCATED_IN
26388279068756|462|IS_LOCATED_IN
26388279069653|971|IS_LOCATED_IN
26388279069723|1064|IS_LOCATED_IN
26388279072682|962|IS_LOCATED_IN
26388279074438|1084|IS_LOCATED_IN
26388279074483|1040|IS_LOCATED_IN
26388279074834|1168|IS_LOCATED_IN
26388279075133|1385|IS_LOCATED_IN
26388279075815|873|IS_LOCATED_IN
26388279076515|644|IS_LOCATED_IN
26388279077503|1349|IS_LOCATED_IN
28587302322515|964|IS_LOCATED_IN
28587302323673|1341|IS_LOCATED_IN
28587302324133|1315|IS_LOCATED_IN
28587302326267|189|IS_LOCATED_IN
28587302331318|1234|IS_LOCATED_IN
28587302332505|716|IS_LOCATED_IN
28587302332865|490|IS_LOCATED_IN
30786325579003|1423|IS_LOCATED_IN
30786325583545|1435|IS_LOCATED_IN
30786325584370|915|IS_LOCATED_IN
30786325584715|730|IS_LOCATED_IN
30786325585868|1210|IS_LOCATED_IN
30786325586758|471|IS_LOCATED_IN
32985348833314|972|IS_LOCATED_IN
32985348834004|192|IS_LOCATED_IN
32985348834943|1443|IS_LOCATED_IN
32985348837008|844|IS_LOCATED_IN
32985348837023|1441|IS_LOCATED_IN
32985348838442|1444|IS_LOCATED_IN
32985348840970|944|IS_LOCATED_IN
407|798|IS_LOCATED_IN
1573|528|IS_LOCATED_IN
2052|529|IS_LOCATED_IN
4189|811|IS_LOCATED_IN
5202|1429|IS_LOCATED_IN
5972|1292|IS_LOCATED_IN
6699|729|IS_LOCATED_IN
7361|866|IS_LOCATED_IN
7499|133|IS_LOCATED_IN
9271|1124|IS_LOCATED_IN
2199023255637|423|IS_LOCATED_IN
2199023257261|674|IS_LOCATED_IN
2199023258458|400|IS_LOCATED_IN
2199023260208|880|IS_LOCATED_IN
2199023262390|695|IS_LOCATED_IN
2199023263082|833|IS_LOCATED_IN
2199023263679|1216|IS_LOCATED_IN
2199023265086|731|IS_LOCATED_IN
4398046511152|1249|IS_LOCATED_IN
4398046512356|449|IS_LOCATED_IN
4398046512820|782|IS_LOCATED_IN
4398046514855|1099|IS_LOCATED_IN
4398046517243|1354|IS_LOCATED_IN
4398046518339|845|IS_LOCATED_IN
6597069767067|537|IS_LOCATED_IN
6597069767377|257|IS_LOCATED_IN
6597069767708|1318|IS_LOCATED_IN
6597069771812|867|IS_LOCATED_IN
6597069773997|1110|IS_LOCATED_IN
6597069774499|348|IS_LOCATED_IN
6597069776653|595|IS_LOCATED_IN
6597069777312|1230|IS_LOCATED_IN
8796093024507|136|IS_LOCATED_IN
8796093025978|819|IS_LOCATED_IN
8796093027864|314|IS_LOCATED_IN
8796093029011|796|IS_LOCATED_IN
8796093029442|1099|IS_LOCATED_IN
8796093030242|202|IS_LOCATED_IN
10995116278981|262|IS_LOCATED_IN
10995116281603|720|IS_LOCATED_IN
10995116281801|1434|IS_LOCATED_IN
10995116284226|1057|IS_LOCATED_IN
10995116286439|773|IS_LOCATED_IN
13194139534593|367|IS_LOCATED_IN
13194139537576|561|IS_LOCATED_IN
13194139539623|1363|IS_LOCATED_IN
13194139539897|228|IS_LOCATED_IN
13194139542309|1154|IS_LOCATED_IN
15393162791421|481|IS_LOCATED_IN
15393162793331|1327|IS_LOCATED_IN
15393162793452|784|IS_LOCATED_IN
15393162793729|650|IS_LOCATED_IN
15393162797694|1321|IS_LOCATED_IN
17592186045748|1422|IS_LOCATED_IN
17592186046362|1069|IS_LOCATED_IN
17592186047133|778|IS_LOCATED_IN
17592186050424|480|IS_LOCATED_IN
17592186054288|1432|IS_LOCATED_IN
19791209301284|1415|IS_LOCATED_IN
19791209301529|204|IS_LOCATED_IN
19791209310731|1239|IS_LOCATED_IN
21990232556166|276|IS_LOCATED_IN
21990232558291|835|IS_LOCATED_IN
21990232558980|321|IS_LOCATED_IN
21990232559433|283|IS_LOCATED_IN
21990232559534|517|IS_LOCATED_IN
21990232559832|1242|IS_LOCATED_IN
21990232560651|1093|IS_LOCATED_IN
21990232561023|1048|IS_LOCATED_IN
21990232562636|468|IS_LOCATED_IN
21990232565867|224|IS_LOCATED_IN
24189255811234|965|IS_LOCATED_IN
24189255812364|985|IS_LOCATED_IN
24189255815058|167|IS_LOCATED_IN
24189255818402|1173|IS_LOCATED_IN
24189255820866|640|IS_LOCATED_IN
24189255821142|712|IS_LOCATED_IN
26388279067147|1164|IS_LOCATED_IN
26388279069042|1015|IS_LOCATED_IN
26388279069462|1069|IS_LOCATED_IN
26388279070247|966|IS_LOCATED_IN
26388279070789|1151|IS_LOCATED_IN
26388279073787|360|IS_LOCATED_IN
28587302322809|487|IS_LOCATED_IN
28587302325401|939|IS_LOCATED_IN
28587302326595|253|IS_LOCATED_IN
28587302328630|1367|IS_LOCATED_IN
28587302329860|1174|IS_LOCATED_IN
28587302332537|255|IS_LOCATED_IN
30786325580454|551|IS_LOCATED_IN
30786325581203|275|IS_LOCATED_IN
30786325582629|1209|IS_LOCATED_IN
30786325584050|1064|IS_LOCATED_IN
30786325585536|1077|IS_LOCATED_IN
30786325585921|475|IS_LOCATED_IN
32985348834360|1014|IS_LOCATED_IN
32985348836884|1134|IS_LOCATED_IN
32985348837065|263|IS_LOCATED_IN
32985348837307|534|IS_LOCATED_IN
32985348838353|845|IS_LOCATED_IN
32985348840193|1017|IS_LOCATED_IN
32985348840788|812|IS_LOCATED_IN
32985348841454|1165|IS_LOCATED_IN
1242|1363|IS_LOCATED_IN
2817|385|IS_LOCATED_IN
5552|692|IS_LOCATED_IN
6284|473|IS_LOCATED_IN
6317|1378|IS_LOCATED_IN
7501|585|IS_LOCATED_IN
7580|1346|IS_LOCATED_IN
9093|608|IS_LOCATED_IN
10068|515|IS_LOCATED_IN
10567|1106|IS_LOCATED_IN
2199023259525|1309|IS_LOCATED_IN
2199023265769|376|IS_LOCATED_IN
4398046511884|642|IS_LOCATED_IN
4398046514948|231|IS_LOCATED_IN
4398046518225|178|IS_LOCATED_IN
4398046518438|1339|IS_LOCATED_IN
4398046521670|408|IS_LOCATED_IN
6597069771323|1051|IS_LOCATED_IN
6597069771637|1091|IS_LOCATED_IN
6597069773380|709|IS_LOCATED_IN
6597069773535|1089|IS_LOCATED_IN
6597069776842|1170|IS_LOCATED_IN
8796093022409|1416|IS_LOCATED_IN
8796093025804|1107|IS_LOCATED_IN
8796093026936|368|IS_LOCATED_IN
8796093027564|1181|IS_LOCATED_IN
8796093028215|785|IS_LOCATED_IN
8796093030508|189|IS_LOCATED_IN
8796093033200|1414|IS_LOCATED_IN
10995116281495|1386|IS_LOCATED_IN
10995116282284|378|IS_LOCATED_IN
10995116283663|179|IS_LOCATED_IN
13194139534382|672|IS_LOCATED_IN
13194139534624|342|IS_LOCATED_IN
13194139536063|1332|IS_LOCATED_IN
13194139538119|1242|IS_LOCATED_IN
13194139539146|1074|IS_LOCATED_IN
13194139542149|254|IS_LOCATED_IN
13194139542205|281|IS_LOCATED_IN
13194139542218|384|IS_LOCATED_IN
13194139543093|924|IS_LOCATED_IN
13194139543907|1071|IS_LOCATED_IN
15393162790472|1074|IS_LOCATED_IN
15393162792473|1045|IS_LOCATED_IN
15393162796103|1155|IS_LOCATED_IN
17592186048643|1089|IS_LOCATED_IN
17592186049203|609|IS_LOCATED_IN
17592186052161|918|IS_LOCATED_IN
19791209300151|708|IS_LOCATED_IN
19791209301239|465|IS_LOCATED_IN
19791209305386|1064|IS_LOCATED_IN
19791209305989|495|IS_LOCATED_IN
19791209306693|1088|IS_LOCATED_IN
19791209307837|243|IS_LOCATED_IN
19791209309424|1276|IS_LOCATED_IN
19791209310035|195|IS_LOCATED_IN
19791209310700|1079|IS_LOCATED_IN
19791209310952|782|IS_LOCATED_IN
21990232565353|1041|IS_LOCATED_IN
21990232566092|1232|IS_LOCATED_IN
24189255813669|427|IS_LOCATED_IN
24189255815730|368|IS_LOCATED_IN
24189255817364|1008|IS_LOCATED_IN
24189255820980|481|IS_LOCATED_IN
26388279068176|466|IS_LOCATED_IN
26388279068264|179|IS_LOCATED_IN
26388279069892|1387|IS_LOCATED_IN
26388279071022|318|IS_LOCATED_IN
26388279073206|314|IS_LOCATED_IN
26388279074461|854|IS_LOCATED_IN
26388279074686|1100|IS_LOCATED_IN
26388279077563|1337|IS_LOCATED_IN
28587302324599|950|IS_LOCATED_IN
28587302324619|1394|IS_LOCATED_IN
28587302328683|1361|IS_LOCATED_IN
28587302331963|795|IS_LOCATED_IN
28587302332021|171|IS_LOCATED_IN
28587302333061|993|IS_LOCATED_IN
30786325581206|340|IS_LOCATED_IN
30786325582904|394|IS_LOCATED_IN
30786325583564|718|IS_LOCATED_IN
30786325584918|810|IS_LOCATED_IN
30786325586727|546|IS_LOCATED_IN
32985348833887|324|IS_LOCATED_IN
32985348834530|1199|IS_LOCATED_IN
32985348834919|291|IS_LOCATED_IN
32985348835117|1244|IS_LOCATED_IN
32985348836848|366|IS_LOCATED_IN
32985348837988|280|IS_LOCATED_IN
32985348840430|1127|IS_LOCATED_IN
32985348840559|702|IS_LOCATED_IN
102|1205|IS_LOCATED_IN
987|1266|IS_LOCATED_IN
1921|1107|IS_LOCATED_IN
2266|1406|IS_LOCATED_IN
3755|1296|IS_LOCATED_IN
4661|295|IS_LOCATED_IN
6228|1153|IS_LOCATED_IN
6715|969|IS_LOCATED_IN
8599|536|IS_LOCATED_IN
8877|1040|IS_LOCATED_IN
10935|1403|IS_LOCATED_IN
2199023256609|1432|IS_LOCATED_IN
2199023259507|1139|IS_LOCATED_IN
2199023261149|1380|IS_LOCATED_IN
4398046511467|1101|IS_LOCATED_IN
4398046512201|1062|IS_LOCATED_IN
4398046512759|285|IS_LOCATED_IN
4398046513700|462|IS_LOCATED_IN
4398046516316|1117|IS_LOCATED_IN
4398046517905|1399|IS_LOCATED_IN
4398046518468|1138|IS_LOCATED_IN
4398046520894|1109|IS_LOCATED_IN
4398046520968|1198|IS_LOCATED_IN
6597069766938|1197|IS_LOCATED_IN
6597069769120|428|IS_LOCATED_IN
6597069771814|458|IS_LOCATED_IN
6597069773746|174|IS_LOCATED_IN
8796093022368|826|IS_LOCATED_IN
8796093025410|132|IS_LOCATED_IN
8796093026350|756|IS_LOCATED_IN
8796093027093|493|IS_LOCATED_IN
8796093029390|213|IS_LOCATED_IN
8796093030994|1377|IS_LOCATED_IN
8796093031466|914|IS_LOCATED_IN
8796093032227|952|IS_LOCATED_IN
10995116279629|191|IS_LOCATED_IN
10995116279780|525|IS_LOCATED_IN
10995116280604|1124|IS_LOCATED_IN
10995116281407|1192|IS_LOCATED_IN
10995116281755|246|IS_LOCATED_IN
10995116281872|197|IS_LOCATED_IN
10995116282207|1103|IS_LOCATED_IN
10995116285092|1091|IS_LOCATED_IN
10995116285307|892|IS_LOCATED_IN
10995116286147|219|IS_LOCATED_IN
13194139534340|1080|IS_LOCATED_IN
13194139535778|509|IS_LOCATED_IN
13194139535901|1114|IS_LOCATED_IN
13194139537188|292|IS_LOCATED_IN
13194139538335|1295|IS_LOCATED_IN
13194139538479|412|IS_LOCATED_IN
13194139539153|1086|IS_LOCATED_IN
13194139539406|1342|IS_LOCATED_IN
13194139540297|1198|IS_LOCATED_IN
13194139541796|1309|IS_LOCATED_IN
13194139541878|140|IS_LOCATED_IN
15393162790090|1446|IS_LOCATED_IN
15393162790818|976|IS_LOCATED_IN
15393162793684|931|IS_LOCATED_IN
15393162793719|774|IS_LOCATED_IN
15393162794296|573|IS_LOCATED_IN
15393162798798|728|IS_LOCATED_IN
17592186048961|1228|IS_LOCATED_IN
17592186051281|308|IS_LOCATED_IN
17592186053271|779|IS_LOCATED_IN
17592186053951|1385|IS_LOCATED_IN
17592186054170|464|IS_LOCATED_IN
19791209300787|1271|IS_LOCATED_IN
19791209301809|1446|IS_LOCATED_IN
19791209304685|1426|IS_LOCATED_IN
19791209305122|355|IS_LOCATED_IN
19791209306618|1032|IS_LOCATED_IN
19791209310670|258|IS_LOCATED_IN
21990232556621|275|IS_LOCATED_IN
21990232559789|1214|IS_LOCATED_IN
21990232560113|1071|IS_LOCATED_IN
21990232563608|1386|IS_LOCATED_IN
21990232565912|634|IS_LOCATED_IN
21990232566487|1017|IS_LOCATED_IN
24189255811817|165|IS_LOCATED_IN
24189255814280|262|IS_LOCATED_IN
24189255814809|209|IS_LOCATED_IN
24189255816918|914|IS_LOCATED_IN
24189255817342|1104|IS_LOCATED_IN
24189255819732|192|IS_LOCATED_IN
26388279067771|225|IS_LOCATED_IN
26388279070874|641|IS_LOCATED_IN
26388279073576|1213|IS_LOCATED_IN
26388279075551|1106|IS_LOCATED_IN
26388279076886|378|IS_LOCATED_IN
26388279076929|945|IS_LOCATED_IN
28587302324770|983|IS_LOCATED_IN
28587302325036|1375|IS_LOCATED_IN
28587302330435|510|IS_LOCATED_IN
28587302330691|1105|IS_LOCATED_IN
28587302332238|672|IS_LOCATED_IN
28587302333114|665|IS_LOCATED_IN
30786325579940|925|IS_LOCATED_IN
30786325587157|621|IS_LOCATED_IN
32985348833931|951|IS_LOCATED_IN
32985348834873|1131|IS_LOCATED_IN
32985348834930|267|IS_LOCATED_IN
32985348838472|633|IS_LOCATED_IN
32985348838516|385|IS_LOCATED_IN
32985348839699|1204|IS_LOCATED_IN
32985348839883|1116|IS_LOCATED_IN
32985348840500|671|IS_LOCATED_IN
32985348841964|1326|IS_LOCATED_IN
32985348841981|371|IS_LOCATED_IN
32985348842537|214|IS_LOCATED_IN
32985348842672|312|IS_LOCATED_IN
367|180|IS_LOCATED_IN
465|346|IS_LOCATED_IN
1355|989|IS_LOCATED_IN
2706|1168|IS_LOCATED_IN
3309|723|IS_LOCATED_IN
4281|1240|IS_LOCATED_IN
4860|535|IS_LOCATED_IN
5655|811|IS_LOCATED_IN
7299|159|IS_LOCATED_IN
9005|264|IS_LOCATED_IN
2199023257072|1061|IS_LOCATED_IN
2199023257716|414|IS_LOCATED_IN
2199023258410|927|IS_LOCATED_IN
2199023259215|541|IS_LOCATED_IN
2199023261980|1211|IS_LOCATED_IN
2199023263405|821|IS_LOCATED_IN
2199023263769|1187|IS_LOCATED_IN
4398046513367|1243|IS_LOCATED_IN
4398046513541|683|IS_LOCATED_IN
4398046513872|985|IS_LOCATED_IN
4398046514819|1426|IS_LOCATED_IN
4398046514922|1191|IS_LOCATED_IN
4398046515453|953|IS_LOCATED_IN
4398046515904|1097|IS_LOCATED_IN
4398046517984|1286|IS_LOCATED_IN
4398046518332|302|IS_LOCATED_IN
6597069771081|615|IS_LOCATED_IN
6597069777210|320|IS_LOCATED_IN
8796093025409|864|IS_LOCATED_IN
8796093028423|125|IS_LOCATED_IN
8796093029820|216|IS_LOCATED_IN
8796093030376|1305|IS_LOCATED_IN
10995116278730|491|IS_LOCATED_IN
10995116281720|539|IS_LOCATED_IN
10995116284808|1226|IS_LOCATED_IN
10995116286071|735|IS_LOCATED_IN
10995116286385|1290|IS_LOCATED_IN
13194139533817|769|IS_LOCATED_IN
13194139535511|1081|IS_LOCATED_IN
13194139536470|885|IS_LOCATED_IN
13194139536794|524|IS_LOCATED_IN
13194139537192|539|IS_LOCATED_IN
13194139540837|1224|IS_LOCATED_IN
13194139544019|509|IS_LOCATED_IN
15393162789401|1189|IS_LOCATED_IN
15393162790400|572|IS_LOCATED_IN
15393162793271|897|IS_LOCATED_IN
15393162793550|596|IS_LOCATED_IN
15393162795477|1204|IS_LOCATED_IN
15393162796337|243|IS_LOCATED_IN
15393162797891|1379|IS_LOCATED_IN
15393162798219|501|IS_LOCATED_IN
15393162799173|215|IS_LOCATED_IN
17592186045976|237|IS_LOCATED_IN
17592186046218|502|IS_LOCATED_IN
17592186046368|753|IS_LOCATED_IN
17592186048504|558|IS_LOCATED_IN
17592186048525|568|IS_LOCATED_IN
17592186049259|303|IS_LOCATED_IN
17592186051053|772|IS_LOCATED_IN
17592186052329|1161|IS_LOCATED_IN
19791209299993|1177|IS_LOCATED_IN
19791209300961|413|IS_LOCATED_IN
19791209305005|893|IS_LOCATED_IN
19791209306829|501|IS_LOCATED_IN
19791209307097|175|IS_LOCATED_IN
19791209307311|238|IS_LOCATED_IN
19791209307492|677|IS_LOCATED_IN
19791209308876|390|IS_LOCATED_IN
19791209309105|1112|IS_LOCATED_IN
19791209310804|1026|IS_LOCATED_IN
21990232559158|790|IS_LOCATED_IN
21990232562618|281|IS_LOCATED_IN
21990232565674|443|IS_LOCATED_IN
24189255811455|810|IS_LOCATED_IN
24189255811906|636|IS_LOCATED_IN
24189255813100|1210|IS_LOCATED_IN
24189255813134|361|IS_LOCATED_IN
24189255813156|719|IS_LOCATED_IN
24189255814145|280|IS_LOCATED_IN
24189255814900|451|IS_LOCATED_IN
24189255814901|580|IS_LOCATED_IN
24189255815737|1202|IS_LOCATED_IN
24189255816389|797|IS_LOCATED_IN
24189255818577|1368|IS_LOCATED_IN
24189255818821|867|IS_LOCATED_IN
26388279067532|1381|IS_LOCATED_IN
26388279068701|359|IS_LOCATED_IN
26388279072179|931|IS_LOCATED_IN
26388279073303|1146|IS_LOCATED_IN
26388279073410|442|IS_LOCATED_IN
26388279074072|944|IS_LOCATED_IN
26388279075343|1351|IS_LOCATED_IN
26388279076403|1346|IS_LOCATED_IN
26388279077530|1138|IS_LOCATED_IN
28587302322431|597|IS_LOCATED_IN
28587302325640|409|IS_LOCATED_IN
28587302328862|129|IS_LOCATED_IN
28587302330792|923|IS_LOCATED_IN
30786325580099|630|IS_LOCATED_IN
30786325580642|520|IS_LOCATED_IN
30786325583508|482|IS_LOCATED_IN
30786325583940|132|IS_LOCATED_IN
30786325588221|1154|IS_LOCATED_IN
30786325588535|1235|IS_LOCATED_IN
30786325588707|1059|IS_LOCATED_IN
32985348834013|536|IS_LOCATED_IN
32985348838672|1097|IS_LOCATED_IN
32985348839038|1413|IS_LOCATED_IN
32985348841521|265|IS_LOCATED_IN
32985348843218|879|IS_LOCATED_IN
32985348843329|409|IS_LOCATED_IN
32985348843736|505|IS_LOCATED_IN
35184372094219|1442|IS_LOCATED_IN
1984|1248|IS_LOCATED_IN
2186|1346|IS_LOCATED_IN
2792|1023|IS_LOCATED_IN
4178|266|IS_LOCATED_IN
5793|1010|IS_LOCATED_IN
6220|556|IS_LOCATED_IN
6568|717|IS_LOCATED_IN
2199023258991|1037|IS_LOCATED_IN
2199023259707|1432|IS_LOCATED_IN
2199023263066|127|IS_LOCATED_IN
2199023266271|1133|IS_LOCATED_IN
4398046512890|133|IS_LOCATED_IN
4398046513372|1075|IS_LOCATED_IN
4398046519365|1396|IS_LOCATED_IN
4398046521936|464|IS_LOCATED_IN
6597069770455|182|IS_LOCATED_IN
6597069774323|504|IS_LOCATED_IN
6597069774957|684|IS_LOCATED_IN
8796093022647|1194|IS_LOCATED_IN
8796093022909|525|IS_LOCATED_IN
8796093027086|606|IS_LOCATED_IN
8796093028529|775|IS_LOCATED_IN
8796093031750|255|IS_LOCATED_IN
10995116279227|196|IS_LOCATED_IN
10995116279620|446|IS_LOCATED_IN
10995116281998|1158|IS_LOCATED_IN
10995116285331|310|IS_LOCATED_IN
10995116286247|913|IS_LOCATED_IN
10995116288092|324|IS_LOCATED_IN
10995116288284|963|IS_LOCATED_IN
13194139538572|1074|IS_LOCATED_IN
13194139539053|1158|IS_LOCATED_IN
13194139539830|654|IS_LOCATED_IN
15393162789112|1345|IS_LOCATED_IN
15393162794229|724|IS_LOCATED_IN
15393162794239|950|IS_LOCATED_IN
15393162796137|851|IS_LOCATED_IN
17592186045005|541|IS_LOCATED_IN
19791209300143|425|IS_LOCATED_IN
19791209302341|199|IS_LOCATED_IN
19791209304304|261|IS_LOCATED_IN
19791209305667|134|IS_LOCATED_IN
19791209306592|730|IS_LOCATED_IN
19791209308014|309|IS_LOCATED_IN
21990232556491|338|IS_LOCATED_IN
21990232561542|433|IS_LOCATED_IN
21990232565052|853|IS_LOCATED_IN
21990232565714|674|IS_LOCATED_IN
24189255811746|1379|IS_LOCATED_IN
24189255813469|334|IS_LOCATED_IN
24189255814087|756|IS_LOCATED_IN
24189255815051|402|IS_LOCATED_IN
24189255815816|518|IS_LOCATED_IN
24189255816507|1219|IS_LOCATED_IN
24189255816760|1325|IS_LOCATED_IN
24189255818493|1076|IS_LOCATED_IN
26388279066738|930|IS_LOCATED_IN
26388279066989|363|IS_LOCATED_IN
26388279068707|1440|IS_LOCATED_IN
26388279068827|1337|IS_LOCATED_IN
26388279069137|266|IS_LOCATED_IN
26388279069978|455|IS_LOCATED_IN
26388279072282|469|IS_LOCATED_IN
26388279076664|1078|IS_LOCATED_IN
28587302322553|1386|IS_LOCATED_IN
28587302322565|745|IS_LOCATED_IN
28587302324043|676|IS_LOCATED_IN
28587302326060|853|IS_LOCATED_IN
28587302328966|504|IS_LOCATED_IN
28587302330679|591|IS_LOCATED_IN
